dates,days,day1,population,susceptibles,isolated,infected,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,reff,positive rate,detection rate
2020-01-19,0,0,8200000.0,8199997.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.6585365853658536e-07,0.0,1.0,,0.0
2020-01-20,3,3,8200000.0,8199997.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,
2020-01-21,6,6,8200000.0,8199997.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,
2020-01-22,9,9,8200000.0,8199997.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,
2020-01-23,12,12,8200000.0,8199995.6,0.0,4.38344,1.4,0.0,4.4,0.0,0.0,0.0,0.0,3.0,0.0,1.38344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.6871219512195123e-07,1.7073170731707317e-07,0.31560600806672384,,0.0
2020-01-24,15,15,8200000.0,8199994.3,0.0,5.66688,2.7,0.0,5.699999999999999,0.0,0.0,0.0,0.0,3.0,0.0,1.38344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.6871219512195123e-07,3.2926829268292686e-07,0.24412727991416794,,0.0
2020-01-25,18,18,8200000.0,8199992.9,0.0,7.050319999999999,4.1,0.0,7.1,0.0,0.0,0.0,0.0,3.0,0.0,1.38344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.6871219512195123e-07,5e-07,0.19622371750502107,,0.0
2020-01-26,21,21,8200000.0,8199991.7,0.0,8.33376,5.3,0.0,8.3,0.0,0.0,0.0,0.0,3.0,0.0,1.38344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.6871219512195123e-07,6.463414634146341e-07,0.1660043005798103,,0.0
2020-01-27,24,24,8200000.0,8199989.6,0.0,10.31016,7.4,0.0,10.4,0.0,0.0,0.0,0.0,3.0,0.0,1.9763899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.410231707317073e-07,9.02439024390244e-07,0.191693436377321,,0.0
2020-01-28,27,27,8200000.0,8199987.2,0.0,12.7795,9.8,0.0,12.8,0.0,0.0,0.0,0.0,3.0,0.0,2.56935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.1333536585365854e-07,1.1951219512195123e-06,0.20105246684142572,,0.0
2020-01-29,30,30,8200000.0,8199984.0,0.0,15.9418,13.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,3.1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.8564634146341467e-07,1.5853658536585366e-06,0.19836530379254538,,0.0
2020-01-30,33,33,8200000.0,8199980.399999999,0.0,19.29887,16.6,0.0,19.3,0.0,0.0,0.30000000000000004,0.0,3.0,0.0,3.75525,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.5795731707317074e-07,2.0243902439024394e-06,0.19458393159806767,,0.0
2020-01-31,36,36,8200000.0,8199975.699999999,0.0,23.62369,21.3,0.0,23.7,0.0,0.0,0.6000000000000001,0.0,3.0,0.0,4.52302,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.515878048780487e-07,2.597560975609756e-06,0.1914611984833868,,0.0
2020-02-01,39,39,8200000.0,8199970.1,0.0,28.991100000000003,26.9,0.0,29.0,0.0,0.0,0.8999999999999999,0.0,3.0,0.0,5.6655999999999995,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.909268292682926e-07,3.2804878048780487e-06,0.1954254926511929,,0.0
2020-02-02,42,42,8200000.0,8199963.0,0.0,35.775909999999996,34.0,0.0,35.8,0.0,0.0,1.2000000000000002,0.0,3.0,0.0,7.082990000000001,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.63779268292683e-07,4.146341463414634e-06,0.1979821058360221,,0.0
2020-02-03,45,45,8200000.0,8199954.4,0.0,43.87782,42.6,0.0,43.8,0.0,0.0,1.5,0.0,3.0,0.0,8.58765,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0472743902439025e-06,5.195121951219512e-06,0.19571733509094116,,0.0
2020-02-04,48,48,8200000.0,8199944.0,0.0,53.849439999999994,53.0,0.0,53.9,0.0,0.0,2.0999999999999996,0.0,3.0,0.0,10.444890000000001,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.2737670731707319e-06,6.463414634146341e-06,0.1939646911834181,,0.0
