LV,Latvia,"[0.0, 1.0, 0.9, 1.0, 0.7, 0.75, 0.7, 0.75, 0.8, 0.85, 0.75, 0.7, 0.75, 0.7, 0.8, 0.85, 0.9, 0.75, 0.55, 0.7, 0.65]","[1, 14, 133, 160, 301, 328, 355, 376, 389, 438, 451, 468, 495, 536, 549, 568, 583, 608, 627, 652, 673]",0.012467512943016786,Old result good enough
LB,Lebanon,"[0.0, 1.0, 0.8, 1.0, 0.95, 0.7, 0.75, 0.8, 0.85, 0.75, 0.6, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.7, 0.75, 0.85, 0.85]","[1, 14, 107, 126, 180, 207, 234, 255, 297, 314, 391, 412, 427, 448, 483, 498, 517, 544, 557, 589, 611, 649, 664]",0.008496005000673896,Old result good enough
LS,Lesotho,"[0.0, 1.0, 0.15, 0.9, 1.0, 0.65, 0.9, 1.0, 0.0, 0.15, 0.8, 0.85, 1.0, 0.75, 0.7, 0.9, 0.95, 0.55, 0.8, 0.95, 0.85, 0.35, 0.85, 1.0]","[1, 14, 206, 229, 254, 275, 296, 315, 365, 384, 403, 423, 444, 494, 503, 522, 537, 561, 587, 606, 629, 636, 657, 674]",0.015284566231533101,Old result good enough
LR,Liberia,"[0.0, 1.0, 0.4, 0.9, 0.95, 0.9, 0.75, 0.8, 1.0, 0.85, 1.0, 0.55, 0.95, 1.0, 0.8, 0.15, 0.85, 0.95, 0.7, 0.75, 1.0, 0.85, 1.0, 1.0]","[1, 14, 106, 133, 142, 167, 199, 208, 229, 338, 365, 392, 415, 442, 514, 539, 558, 571, 588, 595, 612, 635, 655, 676]",0.028525109341055073,reoptimized on extend
LY,Libya,"[0.0, 1.0, 0.6, 0.85, 0.75, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.9, 0.95, 0.75, 0.45, 0.8, 0.85, 0.8, 0.7, 0.8]","[1, 14, 187, 214, 241, 256, 279, 333, 350, 373, 407, 446, 468, 495, 515, 530, 579, 600, 626, 639, 660, 681]",0.015585375376633324,Old result good enough
LT,Lithuania,"[0.0, 1.0, 0.8, 0.95, 1.0, 0.65, 0.6, 0.75, 0.7, 0.8, 0.75, 0.8, 0.75, 0.7, 0.75, 0.7, 0.85, 0.9, 0.6, 0.55, 0.65, 0.75, 0.8]","[1, 14, 120, 141, 181, 287, 314, 341, 366, 385, 423, 462, 471, 486, 505, 522, 541, 560, 587, 602, 625, 655, 683]",0.010380625787310123,Old result good enough
LU,Luxembourg,"[0.0, 1.0, 0.05, 0.85, 0.9, 0.95, 1.0, 0.5, 0.8, 1.0, 0.45, 0.6, 0.75, 0.7, 0.75, 0.7, 0.85, 0.8, 0.75, 1.0, 0.2, 0.25, 0.75, 0.7, 0.45, 0.35]","[1, 14, 89, 112, 133, 158, 185, 212, 233, 254, 281, 308, 335, 360, 381, 434, 468, 508, 523, 550, 573, 588, 613, 628, 655, 670]",0.01531977563940199,Old result good enough
MG,Madagascar,"[0.0, 1.0, 0.35, 0.85, 0.65, 0.75, 0.95, 0.85, 0.95, 0.9, 0.95, 0.8, 0.9, 0.8, 0.9, 0.5, 0.85, 0.9, 0.95, 1.0, 0.75, 0.9]","[1, 14, 152, 175, 202, 213, 238, 270, 285, 317, 334, 355, 370, 387, 412, 448, 469, 501, 527, 620, 662, 677]",0.01316427858895199,reoptimized on extend
MW,Malawi,"[0.0, 1.0, 0.9, 0.55, 0.85, 1.0, 0.95, 1.0, 0.0, 0.8, 0.95, 1.0, 0.95, 0.9, 0.95, 1.0, 0.65, 0.6, 0.65, 0.7, 0.9, 0.95, 1.0, 0.95]","[1, 14, 167, 194, 219, 242, 296, 323, 377, 402, 423, 436, 455, 472, 487, 509, 536, 564, 573, 580, 601, 616, 637, 672]",0.015757751963159643,Old result good enough
MY,Malaysia,"[0.0, 1.0, 0.5, 0.9, 0.95, 1.0, 0.9, 0.45, 0.85, 0.9, 0.7, 0.65, 0.4, 0.6, 0.8, 0.9, 0.6, 0.35, 0.65, 0.8, 0.85, 0.95, 0.9]","[1, 14, 91, 112, 133, 160, 268, 291, 312, 327, 344, 371, 396, 413, 434, 455, 472, 499, 518, 537, 634, 655, 682]",0.005777121939682894,Old result good enough
